"","X","Country","Year","Month","Day","dengue_cases","flu_cases"
"3489",3489,"Mexico",2006,11,12,108,1372
"3490",3490,"Mexico",2006,11,19,112,1409
"3491",3491,"Mexico",2006,11,26,1,1464
"3492",3492,"Mexico",2006,12,3,85,1615
"3493",3493,"Mexico",2006,12,10,87,1725
"3494",3494,"Mexico",2006,12,17,62,1654
"3495",3495,"Mexico",2006,12,24,53,1740
"3496",3496,"Mexico",2006,12,31,58,1617
"3497",3497,"Mexico",2007,1,7,61,1987
"3498",3498,"Mexico",2007,1,14,61,3041
"3499",3499,"Mexico",2007,1,21,58,2911
"3500",3500,"Mexico",2007,1,28,57,2538
"3501",3501,"Mexico",2007,2,4,53,2229
"3502",3502,"Mexico",2007,2,11,48,2057
"3503",3503,"Mexico",2007,2,18,6,2096
"3504",3504,"Mexico",2007,2,25,66,1939
"3505",3505,"Mexico",2007,3,4,71,1777
"3506",3506,"Mexico",2007,3,11,81,1678
"3507",3507,"Mexico",2007,3,18,72,1555
"3508",3508,"Mexico",2007,3,25,79,1485
"3509",3509,"Mexico",2007,4,1,58,1159
"3510",3510,"Mexico",2007,4,8,66,1207
"3511",3511,"Mexico",2007,4,15,83,1174
"3512",3512,"Mexico",2007,4,22,68,1112
"3513",3513,"Mexico",2007,4,29,73,1081
"3514",3514,"Mexico",2007,5,6,56,1040
"3515",3515,"Mexico",2007,5,13,61,1071
"3516",3516,"Mexico",2007,5,20,7,1059
"3517",3517,"Mexico",2007,5,27,81,1010
"3518",3518,"Mexico",2007,6,3,91,990
"3519",3519,"Mexico",2007,6,10,96,949
"3520",3520,"Mexico",2007,6,17,1,873
"3521",3521,"Mexico",2007,6,24,115,815
"3522",3522,"Mexico",2007,7,1,104,810
"3523",3523,"Mexico",2007,7,8,106,830
"3524",3524,"Mexico",2007,7,15,116,847
"3525",3525,"Mexico",2007,7,22,118,795
"3526",3526,"Mexico",2007,7,29,104,822
"3527",3527,"Mexico",2007,8,5,123,820
"3528",3528,"Mexico",2007,8,12,149,782
"3529",3529,"Mexico",2007,8,19,133,731
"3530",3530,"Mexico",2007,8,26,178,809
"3531",3531,"Mexico",2007,9,2,186,957
"3532",3532,"Mexico",2007,9,9,192,1070
"3533",3533,"Mexico",2007,9,16,24,1165
"3534",3534,"Mexico",2007,9,23,274,1160
"3535",3535,"Mexico",2007,9,30,345,1183
"3536",3536,"Mexico",2007,10,7,363,1255
"3537",3537,"Mexico",2007,10,14,488,1198
"3538",3538,"Mexico",2007,10,21,586,1236
"3539",3539,"Mexico",2007,10,28,529,1329
"3540",3540,"Mexico",2007,11,4,397,1423
"3541",3541,"Mexico",2007,11,11,287,1429
"3542",3542,"Mexico",2007,11,18,214,1516
"3543",3543,"Mexico",2007,11,25,162,1514
"3544",3544,"Mexico",2007,12,2,159,1527
"3545",3545,"Mexico",2007,12,9,115,1717
"3546",3546,"Mexico",2007,12,16,88,1718
"3547",3547,"Mexico",2007,12,23,69,1854
"3548",3548,"Mexico",2007,12,30,58,1649
"3549",3549,"Mexico",2008,1,6,63,1948
"3550",3550,"Mexico",2008,1,13,57,2907
"3551",3551,"Mexico",2008,1,20,55,2579
"3552",3552,"Mexico",2008,1,27,63,2218
"3553",3553,"Mexico",2008,2,3,62,1924
"3554",3554,"Mexico",2008,2,10,63,1691
"3555",3555,"Mexico",2008,2,17,64,1699
"3556",3556,"Mexico",2008,2,24,58,1615
"3557",3557,"Mexico",2008,3,2,65,1524
"3558",3558,"Mexico",2008,3,9,54,1380
"3559",3559,"Mexico",2008,3,16,55,1203
"3560",3560,"Mexico",2008,3,23,69,1165
"3561",3561,"Mexico",2008,3,30,65,1091
"3562",3562,"Mexico",2008,4,6,78,1054
"3563",3563,"Mexico",2008,4,13,78,1001
"3564",3564,"Mexico",2008,4,20,81,1006
"3565",3565,"Mexico",2008,4,27,63,905
"3566",3566,"Mexico",2008,5,4,71,880
"3567",3567,"Mexico",2008,5,11,66,851
"3568",3568,"Mexico",2008,5,18,79,849
"3569",3569,"Mexico",2008,5,25,101,849
"3570",3570,"Mexico",2008,6,1,142,790
"3571",3571,"Mexico",2008,6,8,12,757
"3572",3572,"Mexico",2008,6,15,97,717
"3573",3573,"Mexico",2008,6,22,109,703
"3574",3574,"Mexico",2008,6,29,103,681
"3575",3575,"Mexico",2008,7,6,109,681
"3576",3576,"Mexico",2008,7,13,131,712
"3577",3577,"Mexico",2008,7,20,132,688
"3578",3578,"Mexico",2008,7,27,128,698
"3579",3579,"Mexico",2008,8,3,123,653
"3580",3580,"Mexico",2008,8,10,137,633
"3581",3581,"Mexico",2008,8,17,125,633
"3582",3582,"Mexico",2008,8,24,135,707
"3583",3583,"Mexico",2008,8,31,157,799
"3584",3584,"Mexico",2008,9,7,191,865
"3585",3585,"Mexico",2008,9,14,2,914
"3586",3586,"Mexico",2008,9,21,208,953
"3587",3587,"Mexico",2008,9,28,259,1022
"3588",3588,"Mexico",2008,10,5,243,1018
"3589",3589,"Mexico",2008,10,12,224,1035
"3590",3590,"Mexico",2008,10,19,217,1101
"3591",3591,"Mexico",2008,10,26,201,1142
"3592",3592,"Mexico",2008,11,2,179,1241
"3593",3593,"Mexico",2008,11,9,17,1254
"3594",3594,"Mexico",2008,11,16,148,1285
"3595",3595,"Mexico",2008,11,23,136,1297
"3596",3596,"Mexico",2008,11,30,12,1376
"3597",3597,"Mexico",2008,12,7,102,1471
"3598",3598,"Mexico",2008,12,14,73,1535
"3599",3599,"Mexico",2008,12,21,57,1450
"3600",3600,"Mexico",2008,12,28,6,1424
"3601",3601,"Mexico",2009,1,4,66,1441
"3602",3602,"Mexico",2009,1,11,62,1975
"3603",3603,"Mexico",2009,1,18,58,2092
"3604",3604,"Mexico",2009,1,25,64,1925
"3605",3605,"Mexico",2009,2,1,57,1712
"3606",3606,"Mexico",2009,2,8,7,1620
"3607",3607,"Mexico",2009,2,15,69,1578
"3608",3608,"Mexico",2009,2,22,73,1503
"3609",3609,"Mexico",2009,3,1,81,1542
"3610",3610,"Mexico",2009,3,8,71,1443
"3611",3611,"Mexico",2009,3,15,71,1257
"3612",3612,"Mexico",2009,3,22,86,1185
"3613",3613,"Mexico",2009,3,29,101,1102
"3614",3614,"Mexico",2009,4,5,83,956
"3615",3615,"Mexico",2009,4,12,121,913
"3616",3616,"Mexico",2009,4,19,121,998
"3617",3617,"Mexico",2009,4,26,79,1207
"3618",3618,"Mexico",2009,5,3,7,870
"3619",3619,"Mexico",2009,5,10,103,876
"3620",3620,"Mexico",2009,5,17,151,801
"3621",3621,"Mexico",2009,5,24,144,758
"3622",3622,"Mexico",2009,5,31,117,794
"3623",3623,"Mexico",2009,6,7,11,840
"3624",3624,"Mexico",2009,6,14,98,787
"3625",3625,"Mexico",2009,6,21,102,740
"3626",3626,"Mexico",2009,6,28,97,702
"3627",3627,"Mexico",2009,7,5,102,685
"3628",3628,"Mexico",2009,7,12,112,705
"3629",3629,"Mexico",2009,7,19,117,689
"3630",3630,"Mexico",2009,7,26,121,669
"3631",3631,"Mexico",2009,8,2,18,663
"3632",3632,"Mexico",2009,8,9,198,643
"3633",3633,"Mexico",2009,8,16,218,653
"3634",3634,"Mexico",2009,8,23,271,677
"3635",3635,"Mexico",2009,8,30,452,810
"3636",3636,"Mexico",2009,9,6,652,1003
"3637",3637,"Mexico",2009,9,13,769,1135
"3638",3638,"Mexico",2009,9,20,943,1188
"3639",3639,"Mexico",2009,9,27,1,1178
"3640",3640,"Mexico",2009,10,4,977,1175
"3641",3641,"Mexico",2009,10,11,988,1131
"3642",3642,"Mexico",2009,10,18,847,1106
"3643",3643,"Mexico",2009,10,25,729,1123
"3644",3644,"Mexico",2009,11,1,644,1242
"3645",3645,"Mexico",2009,11,8,567,1307
"3646",3646,"Mexico",2009,11,15,59,1334
"3647",3647,"Mexico",2009,11,22,432,1370
"3648",3648,"Mexico",2009,11,29,31,1335
"3649",3649,"Mexico",2009,12,6,24,1376
"3650",3650,"Mexico",2009,12,13,185,1398
"3651",3651,"Mexico",2009,12,20,13,1360
"3652",3652,"Mexico",2009,12,27,129,1478
"3653",3653,"Mexico",2010,1,3,106,1435
"3654",3654,"Mexico",2010,1,10,96,1518
"3655",3655,"Mexico",2010,1,17,89,1713
"3656",3656,"Mexico",2010,1,24,93,1781
"3657",3657,"Mexico",2010,1,31,8,1527
"3658",3658,"Mexico",2010,2,7,85,1567
"3659",3659,"Mexico",2010,2,14,78,1599
"3660",3660,"Mexico",2010,2,21,75,1627
"3661",3661,"Mexico",2010,2,28,82,1739
"3662",3662,"Mexico",2010,3,7,9,1667
"3663",3663,"Mexico",2010,3,14,9,1515
"3664",3664,"Mexico",2010,3,21,107,1351
"3665",3665,"Mexico",2010,3,28,67,1037
"3666",3666,"Mexico",2010,4,4,85,917
"3667",3667,"Mexico",2010,4,11,103,1009
"3668",3668,"Mexico",2010,4,18,99,890
"3669",3669,"Mexico",2010,4,25,109,907
"3670",3670,"Mexico",2010,5,2,102,850
"3671",3671,"Mexico",2010,5,9,105,811
"3672",3672,"Mexico",2010,5,16,116,817
"3673",3673,"Mexico",2010,5,23,117,775
"3674",3674,"Mexico",2010,5,30,123,778
"3675",3675,"Mexico",2010,6,6,128,715
"3676",3676,"Mexico",2010,6,13,116,677
"3677",3677,"Mexico",2010,6,20,118,687
"3678",3678,"Mexico",2010,6,27,119,630
"3679",3679,"Mexico",2010,7,4,147,615
"3680",3680,"Mexico",2010,7,11,197,673
"3681",3681,"Mexico",2010,7,18,279,713
"3682",3682,"Mexico",2010,7,25,328,704
"3683",3683,"Mexico",2010,8,1,333,753
"3684",3684,"Mexico",2010,8,8,287,763
"3685",3685,"Mexico",2010,8,15,25,767
"3686",3686,"Mexico",2010,8,22,227,785
"3687",3687,"Mexico",2010,8,29,222,846
"3688",3688,"Mexico",2010,9,5,216,913
"3689",3689,"Mexico",2010,9,12,196,947
"3690",3690,"Mexico",2010,9,19,209,927
"3691",3691,"Mexico",2010,9,26,216,969
"3692",3692,"Mexico",2010,10,3,228,1055
"3693",3693,"Mexico",2010,10,10,218,1099
"3694",3694,"Mexico",2010,10,17,209,1105
"3695",3695,"Mexico",2010,10,24,221,1111
"3696",3696,"Mexico",2010,10,31,214,1165
"3697",3697,"Mexico",2010,11,7,203,1283
"3698",3698,"Mexico",2010,11,14,184,1365
"3699",3699,"Mexico",2010,11,21,186,1412
"3700",3700,"Mexico",2010,11,28,149,1478
"3701",3701,"Mexico",2010,12,5,138,1678
"3702",3702,"Mexico",2010,12,12,103,1906
"3703",3703,"Mexico",2010,12,19,6,1974
"3704",3704,"Mexico",2010,12,26,5,1959
"3705",3705,"Mexico",2011,1,2,49,1604
"3706",3706,"Mexico",2011,1,9,51,1436
"3707",3707,"Mexico",2011,1,16,48,1470
"3708",3708,"Mexico",2011,1,23,48,1576
"3709",3709,"Mexico",2011,1,30,42,1522
"3710",3710,"Mexico",2011,2,6,45,1434
"3711",3711,"Mexico",2011,2,13,43,1411
"3712",3712,"Mexico",2011,2,20,52,1413
"3713",3713,"Mexico",2011,2,27,67,1435
"3714",3714,"Mexico",2011,3,6,79,1472
"3715",3715,"Mexico",2011,3,13,86,1327
"3716",3716,"Mexico",2011,3,20,76,1162
"3717",3717,"Mexico",2011,3,27,78,1036
"3718",3718,"Mexico",2011,4,3,81,949
"3719",3719,"Mexico",2011,4,10,85,861
"3720",3720,"Mexico",2011,4,17,62,746
"3721",3721,"Mexico",2011,4,24,85,735
"3722",3722,"Mexico",2011,5,1,81,736
"3723",3723,"Mexico",2011,5,8,75,675
"3724",3724,"Mexico",2011,5,15,82,708
"3725",3725,"Mexico",2011,5,22,84,683
"3726",3726,"Mexico",2011,5,29,8,669
"3727",3727,"Mexico",2011,6,5,8,675
"3728",3728,"Mexico",2011,6,12,78,630
"3729",3729,"Mexico",2011,6,19,73,555
"3730",3730,"Mexico",2011,6,26,69,542
"3731",3731,"Mexico",2011,7,3,86,578
"3732",3732,"Mexico",2011,7,10,98,600
"3733",3733,"Mexico",2011,7,17,1,594
"3734",3734,"Mexico",2011,7,24,118,612
"3735",3735,"Mexico",2011,7,31,106,581
"3736",3736,"Mexico",2011,8,7,95,494
"3737",3737,"Mexico",2011,8,14,94,510
"3738",3738,"Mexico",2011,8,21,93,492
"3739",3739,"Mexico",2011,8,28,104,543
"3740",3740,"Mexico",2011,9,4,118,638
"3741",3741,"Mexico",2011,9,11,111,657
"3742",3742,"Mexico",2011,9,18,131,709
"3743",3743,"Mexico",2011,9,25,161,777
"3744",3744,"Mexico",2011,10,2,167,807
"3745",3745,"Mexico",2011,10,9,171,822
"3746",3746,"Mexico",2011,10,16,178,962
"3747",3747,"Mexico",2011,10,23,165,1020
"3748",3748,"Mexico",2011,10,30,128,1067
"3749",3749,"Mexico",2011,11,6,13,1093
"3750",3750,"Mexico",2011,11,13,106,1056
"3751",3751,"Mexico",2011,11,20,86,1036
"3752",3752,"Mexico",2011,11,27,75,1115
"3753",3753,"Mexico",2011,12,4,67,1184
"3754",3754,"Mexico",2011,12,11,56,1283
"3755",3755,"Mexico",2011,12,18,48,1359
"3756",3756,"Mexico",2011,12,25,49,1473
"3757",3757,"Mexico",2012,1,1,54,1362
"3758",3758,"Mexico",2012,1,8,58,1458
"3759",3759,"Mexico",2012,1,15,6,1517
"3760",3760,"Mexico",2012,1,22,66,1579
"3761",3761,"Mexico",2012,1,29,69,1496
"3762",3762,"Mexico",2012,2,5,59,1420
"3763",3763,"Mexico",2012,2,12,6,1325
"3764",3764,"Mexico",2012,2,19,61,1349
"3765",3765,"Mexico",2012,2,26,71,1362
"3766",3766,"Mexico",2012,3,4,73,1383
"3767",3767,"Mexico",2012,3,11,64,1317
"3768",3768,"Mexico",2012,3,18,63,1176
"3769",3769,"Mexico",2012,3,25,71,1084
"3770",3770,"Mexico",2012,4,1,59,982
"3771",3771,"Mexico",2012,4,8,72,921
"3772",3772,"Mexico",2012,4,15,76,877
"3773",3773,"Mexico",2012,4,22,71,844
"3774",3774,"Mexico",2012,4,29,7,816
"3775",3775,"Mexico",2012,5,6,68,790
"3776",3776,"Mexico",2012,5,13,75,824
"3777",3777,"Mexico",2012,5,20,83,813
"3778",3778,"Mexico",2012,5,27,9,791
"3779",3779,"Mexico",2012,6,3,94,792
"3780",3780,"Mexico",2012,6,10,97,796
"3781",3781,"Mexico",2012,6,17,103,773
"3782",3782,"Mexico",2012,6,24,111,730
"3783",3783,"Mexico",2012,7,1,117,680
"3784",3784,"Mexico",2012,7,8,141,750
"3785",3785,"Mexico",2012,7,15,164,771
"3786",3786,"Mexico",2012,7,22,196,773
"3787",3787,"Mexico",2012,7,29,223,779
"3788",3788,"Mexico",2012,8,5,235,756
"3789",3789,"Mexico",2012,8,12,258,750
"3790",3790,"Mexico",2012,8,19,288,749
"3791",3791,"Mexico",2012,8,26,309,858
"3792",3792,"Mexico",2012,9,2,337,978
"3793",3793,"Mexico",2012,9,9,319,994
"3794",3794,"Mexico",2012,9,16,311,1053
"3795",3795,"Mexico",2012,9,23,315,1012
"3796",3796,"Mexico",2012,9,30,323,1085
"3797",3797,"Mexico",2012,10,7,314,1112
"3798",3798,"Mexico",2012,10,14,316,1135
"3799",3799,"Mexico",2012,10,21,311,1180
"3800",3800,"Mexico",2012,10,28,282,1250
"3801",3801,"Mexico",2012,11,4,284,1371
"3802",3802,"Mexico",2012,11,11,231,1434
"3803",3803,"Mexico",2012,11,18,195,1469
"3804",3804,"Mexico",2012,11,25,168,1497
"3805",3805,"Mexico",2012,12,2,162,1570
"3806",3806,"Mexico",2012,12,9,117,1627
"3807",3807,"Mexico",2012,12,16,116,1875
"3808",3808,"Mexico",2012,12,23,103,2050
"3809",3809,"Mexico",2012,12,30,92,1829
"3810",3810,"Mexico",2013,1,6,84,1576
"3811",3811,"Mexico",2013,1,13,79,1591
"3812",3812,"Mexico",2013,1,20,79,1669
"3813",3813,"Mexico",2013,1,27,81,1866
"3814",3814,"Mexico",2013,2,3,85,1754
"3815",3815,"Mexico",2013,2,10,82,1636
"3816",3816,"Mexico",2013,2,17,84,1588
"3817",3817,"Mexico",2013,2,24,86,1540
"3818",3818,"Mexico",2013,3,3,91,1605
"3819",3819,"Mexico",2013,3,10,83,1529
"3820",3820,"Mexico",2013,3,17,85,1312
"3821",3821,"Mexico",2013,3,24,7,1211
"3822",3822,"Mexico",2013,3,31,88,1067
"3823",3823,"Mexico",2013,4,7,93,1054
"3824",3824,"Mexico",2013,4,14,88,992
"3825",3825,"Mexico",2013,4,21,89,988
"3826",3826,"Mexico",2013,4,28,87,991
"3827",3827,"Mexico",2013,5,5,94,966
"3828",3828,"Mexico",2013,5,12,104,919
"3829",3829,"Mexico",2013,5,19,108,858
"3830",3830,"Mexico",2013,5,26,113,820
"3831",3831,"Mexico",2013,6,2,133,818
"3832",3832,"Mexico",2013,6,9,156,803
"3833",3833,"Mexico",2013,6,16,163,798
"3834",3834,"Mexico",2013,6,23,184,825
"3835",3835,"Mexico",2013,6,30,212,858
"3836",3836,"Mexico",2013,7,7,219,837
"3837",3837,"Mexico",2013,7,14,279,838
"3838",3838,"Mexico",2013,7,21,306,835
"3839",3839,"Mexico",2013,7,28,325,848
"3840",3840,"Mexico",2013,8,4,37,852
"3841",3841,"Mexico",2013,8,11,329,835
"3842",3842,"Mexico",2013,8,18,339,837
"3843",3843,"Mexico",2013,8,25,361,898
"3844",3844,"Mexico",2013,9,1,406,1040
"3845",3845,"Mexico",2013,9,8,391,1119
"3846",3846,"Mexico",2013,9,15,393,1157
"3847",3847,"Mexico",2013,9,22,483,1186
"3848",3848,"Mexico",2013,9,29,541,1234
"3849",3849,"Mexico",2013,10,6,562,1277
"3850",3850,"Mexico",2013,10,13,53,1266
"3851",3851,"Mexico",2013,10,20,518,1312
"3852",3852,"Mexico",2013,10,27,482,1279
"3853",3853,"Mexico",2013,11,3,449,1389
"3854",3854,"Mexico",2013,11,10,367,1372
"3855",3855,"Mexico",2013,11,17,335,1368
"3856",3856,"Mexico",2013,11,24,267,1376
"3857",3857,"Mexico",2013,12,1,242,1486
"3858",3858,"Mexico",2013,12,8,205,1633
"3859",3859,"Mexico",2013,12,15,181,1851
"3860",3860,"Mexico",2013,12,22,151,1992
"3861",3861,"Mexico",2013,12,29,15,1914
"3862",3862,"Mexico",2014,1,5,147,1734
"3863",3863,"Mexico",2014,1,12,136,1786
"3864",3864,"Mexico",2014,1,19,147,1995
"3865",3865,"Mexico",2014,1,26,144,2087
"3866",3866,"Mexico",2014,2,2,133,1956
"3867",3867,"Mexico",2014,2,9,128,1773
"3868",3868,"Mexico",2014,2,16,124,1764
"3869",3869,"Mexico",2014,2,23,114,1615
"3870",3870,"Mexico",2014,3,2,109,1595
"3871",3871,"Mexico",2014,3,9,108,1533
"3872",3872,"Mexico",2014,3,16,103,1418
"3873",3873,"Mexico",2014,3,23,102,1302
"3874",3874,"Mexico",2014,3,30,103,1243
"3875",3875,"Mexico",2014,4,6,128,1243
"3876",3876,"Mexico",2014,4,13,89,1218
"3877",3877,"Mexico",2014,4,20,112,1108
"3878",3878,"Mexico",2014,4,27,11,1003
"3879",3879,"Mexico",2014,5,4,95,963
"3880",3880,"Mexico",2014,5,11,114,1005
"3881",3881,"Mexico",2014,5,18,115,1082
"3882",3882,"Mexico",2014,5,25,118,1057
"3883",3883,"Mexico",2014,6,1,131,1091
"3884",3884,"Mexico",2014,6,8,142,977
"3885",3885,"Mexico",2014,6,15,158,934
"3886",3886,"Mexico",2014,6,22,169,904
"3887",3887,"Mexico",2014,6,29,175,906
"3888",3888,"Mexico",2014,7,6,194,947
"3889",3889,"Mexico",2014,7,13,199,953
"3890",3890,"Mexico",2014,7,20,2,956
"3891",3891,"Mexico",2014,7,27,184,879
"3892",3892,"Mexico",2014,8,3,167,871
"3893",3893,"Mexico",2014,8,10,173,829
"3894",3894,"Mexico",2014,8,17,181,820
"3895",3895,"Mexico",2014,8,24,204,908
"3896",3896,"Mexico",2014,8,31,211,982
"3897",3897,"Mexico",2014,9,7,223,1104
"3898",3898,"Mexico",2014,9,14,236,1205
"3899",3899,"Mexico",2014,9,21,277,1165
"3900",3900,"Mexico",2014,9,28,362,1158
"3901",3901,"Mexico",2014,10,5,444,1241
"3902",3902,"Mexico",2014,10,12,473,1316
"3903",3903,"Mexico",2014,10,19,468,1330
"3904",3904,"Mexico",2014,10,26,451,1423
"3905",3905,"Mexico",2014,11,2,451,1524
"3906",3906,"Mexico",2014,11,9,397,1501
"3907",3907,"Mexico",2014,11,16,325,1598
"3908",3908,"Mexico",2014,11,23,252,1611
"3909",3909,"Mexico",2014,11,30,192,1678
"3910",3910,"Mexico",2014,12,7,167,1848
"3911",3911,"Mexico",2014,12,14,135,2109
"3912",3912,"Mexico",2014,12,21,122,2380
"3913",3913,"Mexico",2014,12,28,115,2317
"3914",3914,"Mexico",2015,1,4,108,1943
"3915",3915,"Mexico",2015,1,11,99,1890
"3916",3916,"Mexico",2015,1,18,104,1999
"3917",3917,"Mexico",2015,1,25,99,2048
"3918",3918,"Mexico",2015,2,1,93,1981
"3919",3919,"Mexico",2015,2,8,9,1869
"3920",3920,"Mexico",2015,2,15,102,1833
"3921",3921,"Mexico",2015,2,22,1,1730
"3922",3922,"Mexico",2015,3,1,112,1686
"3923",3923,"Mexico",2015,3,8,109,1768
"3924",3924,"Mexico",2015,3,15,109,1551
"3925",3925,"Mexico",2015,3,22,12,1427
"3926",3926,"Mexico",2015,3,29,119,1373
"3927",3927,"Mexico",2015,4,5,139,1317
"3928",3928,"Mexico",2015,4,12,14,1189
"3929",3929,"Mexico",2015,4,19,14,1122
"3930",3930,"Mexico",2015,4,26,133,1098
"3931",3931,"Mexico",2015,5,3,127,1115
"3932",3932,"Mexico",2015,5,10,134,1084
"3933",3933,"Mexico",2015,5,17,138,1095
"3934",3934,"Mexico",2015,5,24,132,1071
"3935",3935,"Mexico",2015,5,31,138,1062
"3936",3936,"Mexico",2015,6,7,147,1011
"3937",3937,"Mexico",2015,6,14,17,1018
"3938",3938,"Mexico",2015,6,21,19,1061
"3939",3939,"Mexico",2015,6,28,2,1037
"3940",3940,"Mexico",2015,7,5,22,1075
"3941",3941,"Mexico",2015,7,12,229,1057
"3942",3942,"Mexico",2015,7,19,249,1046
"3943",3943,"Mexico",2015,7,26,273,992
"3944",3944,"Mexico",2015,8,2,283,954
"3945",3945,"Mexico",2015,8,9,281,934
"3946",3946,"Philippines",2003,3,30,59,NA
"3947",3947,"Philippines",2003,4,6,59,NA
"3948",3948,"Philippines",2003,4,13,58,NA
"3949",3949,"Philippines",2003,4,20,58,NA
"3950",3950,"Philippines",2003,4,27,61,NA
"3951",3951,"Philippines",2003,5,4,59,NA
"3952",3952,"Philippines",2003,5,11,59,NA
"3953",3953,"Philippines",2003,5,18,57,NA
"3954",3954,"Philippines",2003,5,25,55,NA
"3955",3955,"Philippines",2003,6,1,62,NA
"3956",3956,"Philippines",2003,6,8,59,NA
"3957",3957,"Philippines",2003,6,15,59,NA
"3958",3958,"Philippines",2003,6,22,58,NA
"3959",3959,"Philippines",2003,6,29,58,NA
"3960",3960,"Philippines",2003,7,6,56,NA
"3961",3961,"Philippines",2003,7,13,57,NA
"3962",3962,"Philippines",2003,7,20,64,NA
"3963",3963,"Philippines",2003,7,27,64,NA
"3964",3964,"Philippines",2003,8,3,81,NA
"3965",3965,"Philippines",2003,8,10,91,NA
"3966",3966,"Philippines",2003,8,17,134,NA
"3967",3967,"Philippines",2003,8,24,163,NA
"3968",3968,"Philippines",2003,8,31,152,NA
"3969",3969,"Philippines",2003,9,7,149,NA
"3970",3970,"Philippines",2003,9,14,147,NA
"3971",3971,"Philippines",2003,9,21,137,NA
"3972",3972,"Philippines",2003,9,28,123,NA
"3973",3973,"Philippines",2003,10,5,141,NA
"3974",3974,"Philippines",2003,10,12,123,NA
"3975",3975,"Philippines",2003,10,19,109,NA
"3976",3976,"Philippines",2003,10,26,103,NA
"3977",3977,"Philippines",2003,11,2,96,NA
"3978",3978,"Philippines",2003,11,9,9,NA
"3979",3979,"Philippines",2003,11,16,91,NA
"3980",3980,"Philippines",2003,11,23,88,NA
"3981",3981,"Philippines",2003,11,30,89,NA
"3982",3982,"Philippines",2003,12,7,91,NA
"3983",3983,"Philippines",2003,12,14,95,NA
"3984",3984,"Philippines",2003,12,21,98,NA
"3985",3985,"Philippines",2003,12,28,109,NA
"3986",3986,"Philippines",2004,1,4,105,NA
"3987",3987,"Philippines",2004,1,11,96,NA
"3988",3988,"Philippines",2004,1,18,97,NA
"3989",3989,"Philippines",2004,1,25,93,NA
"3990",3990,"Philippines",2004,2,1,88,NA
"3991",3991,"Philippines",2004,2,8,8,NA
"3992",3992,"Philippines",2004,2,15,74,NA
"3993",3993,"Philippines",2004,2,22,71,NA
"3994",3994,"Philippines",2004,2,29,73,NA
"3995",3995,"Philippines",2004,3,7,7,NA
"3996",3996,"Philippines",2004,3,14,65,NA
"3997",3997,"Philippines",2004,3,21,6,NA
"3998",3998,"Philippines",2004,3,28,6,NA
"3999",3999,"Philippines",2004,4,4,57,NA
"4000",4000,"Philippines",2004,4,11,58,NA
"4001",4001,"Philippines",2004,4,18,57,NA
"4002",4002,"Philippines",2004,4,25,56,NA
"4003",4003,"Philippines",2004,5,2,54,NA
"4004",4004,"Philippines",2004,5,9,53,NA
"4005",4005,"Philippines",2004,5,16,56,NA
"4006",4006,"Philippines",2004,5,23,55,NA
"4007",4007,"Philippines",2004,5,30,56,NA
"4008",4008,"Philippines",2004,6,6,54,NA
"4009",4009,"Philippines",2004,6,13,58,NA
"4010",4010,"Philippines",2004,6,20,63,NA
"4011",4011,"Philippines",2004,6,27,89,NA
"4012",4012,"Philippines",2004,7,4,92,NA
"4013",4013,"Philippines",2004,7,11,95,NA
"4014",4014,"Philippines",2004,7,18,114,NA
"4015",4015,"Philippines",2004,7,25,112,NA
"4016",4016,"Philippines",2004,8,1,107,NA
"4017",4017,"Philippines",2004,8,8,99,NA
"4018",4018,"Philippines",2004,8,15,96,NA
"4019",4019,"Philippines",2004,8,22,9,NA
"4020",4020,"Philippines",2004,8,29,98,NA
"4021",4021,"Philippines",2004,9,5,131,NA
"4022",4022,"Philippines",2004,9,12,153,NA
"4023",4023,"Philippines",2004,9,19,153,NA
"4024",4024,"Philippines",2004,9,26,139,NA
"4025",4025,"Philippines",2004,10,3,118,NA
"4026",4026,"Philippines",2004,10,10,114,NA
"4027",4027,"Philippines",2004,10,17,101,NA
"4028",4028,"Philippines",2004,10,24,97,NA
"4029",4029,"Philippines",2004,10,31,9,NA
"4030",4030,"Philippines",2004,11,7,96,NA
"4031",4031,"Philippines",2004,11,14,9,NA
"4032",4032,"Philippines",2004,11,21,95,NA
"4033",4033,"Philippines",2004,11,28,9,NA
"4034",4034,"Philippines",2004,12,5,98,NA
"4035",4035,"Philippines",2004,12,12,105,NA
"4036",4036,"Philippines",2004,12,19,99,NA
"4037",4037,"Philippines",2004,12,26,1,NA
"4038",4038,"Philippines",2005,1,2,103,NA
"4039",4039,"Philippines",2005,1,9,101,NA
"4040",4040,"Philippines",2005,1,16,103,NA
"4041",4041,"Philippines",2005,1,23,1,NA
"4042",4042,"Philippines",2005,1,30,93,NA
"4043",4043,"Philippines",2005,2,6,89,NA
"4044",4044,"Philippines",2005,2,13,78,NA
"4045",4045,"Philippines",2005,2,20,73,NA
"4046",4046,"Philippines",2005,2,27,7,NA
"4047",4047,"Philippines",2005,3,6,71,NA
"4048",4048,"Philippines",2005,3,13,68,NA
"4049",4049,"Philippines",2005,3,20,68,NA
"4050",4050,"Philippines",2005,3,27,65,NA
"4051",4051,"Philippines",2005,4,3,61,NA
"4052",4052,"Philippines",2005,4,10,59,NA
"4053",4053,"Philippines",2005,4,17,61,NA
